  cell  ,E,W,N,S
"(124, 4)",0,0,1,1
"(125, 4)",1,0,1,0
"(126, 4)",1,1,0,1
"(127, 4)",0,0,1,0
"(128, 4)",0,1,0,1
"(129, 4)",1,0,1,0
"(130, 4)",0,1,0,1
"(131, 4)",1,0,1,0
"(132, 4)",0,1,0,1
"(133, 4)",1,0,1,0
"(134, 4)",0,1,0,1
"(135, 4)",0,0,1,1
"(136, 4)",0,1,1,0
"(137, 4)",1,0,0,1
"(138, 4)",1,0,1,0
"(139, 4)",0,1,0,1
"(140, 4)",1,0,1,0
"(141, 4)",1,1,0,0
"(142, 4)",1,0,0,1
"(143, 4)",1,0,1,0
"(144, 4)",1,0,0,1
"(145, 4)",0,0,1,1
"(146, 4)",1,0,1,0
"(147, 4)",0,1,0,0
"(148, 4)",0,1,0,1
"(149, 4)",1,1,1,0
"(150, 4)",1,1,0,0
"(151, 4)",0,1,0,1
"(152, 4)",1,0,1,1
"(153, 4)",0,1,1,1
"(154, 4)",0,0,1,1
"(155, 4)",0,0,1,1
"(156, 4)",1,0,1,0
"(157, 4)",0,1,0,1
"(158, 4)",1,0,1,0
"(159, 4)",1,1,0,0
"(160, 4)",1,1,0,0
"(161, 4)",1,1,0,0
"(162, 4)",0,1,0,1
"(163, 4)",0,0,1,0
"(164, 4)",1,1,0,0
"(165, 4)",1,0,0,0
"(166, 4)",0,1,0,1
"(167, 4)",0,0,1,1
"(168, 4)",1,0,1,0
"(169, 4)",0,1,0,1
"(170, 4)",1,0,1,0
"(171, 4)",1,0,0,1
"(172, 4)",1,0,1,0
"(173, 4)",0,1,0,0
"(174, 4)",1,0,0,1
"(175, 4)",0,1,1,1
"(176, 4)",0,1,1,0
"(177, 4)",1,1,0,0
"(178, 4)",1,1,0,0
"(179, 4)",1,0,0,1
"(180, 4)",1,0,1,0
"(181, 4)",0,1,0,0
"(182, 4)",0,1,0,1
"(183, 4)",0,0,1,1
"(184, 4)",0,0,1,1
"(185, 4)",0,0,1,1
"(186, 4)",0,0,1,1
"(187, 4)",0,0,1,1
"(188, 4)",0,0,1,1
"(189, 4)",0,0,1,1
"(190, 4)",1,0,1,0
"(191, 4)",1,1,0,0
"(192, 4)",1,1,0,0
"(193, 4)",0,1,0,1
"(194, 4)",1,0,1,0
"(195, 4)",1,1,0,0
"(196, 4)",0,1,0,0
"(197, 4)",1,1,0,0
"(198, 4)",1,0,0,1
"(199, 4)",1,0,1,0
"(200, 4)",1,1,0,0
"(201, 4)",1,0,0,0
"(202, 4)",1,0,0,1
"(203, 4)",0,0,1,1
"(204, 4)",0,1,1,0
"(205, 4)",0,1,0,1
"(206, 4)",0,1,1,0
"(207, 4)",0,1,0,1
"(208, 4)",0,1,1,0
"(209, 4)",0,1,0,1
"(210, 4)",0,1,1,0
"(211, 4)",1,0,0,1
"(212, 4)",0,0,1,1
"(213, 4)",1,0,1,0
"(214, 4)",1,1,0,0
"(215, 4)",1,1,0,0
"(216, 4)",0,1,0,1
"(217, 4)",1,0,1,0
"(218, 4)",1,1,0,1
"(219, 4)",0,0,1,1
"(220, 4)",0,0,1,1
"(221, 4)",0,1,1,0
"(222, 4)",1,0,0,1
"(223, 4)",0,0,1,1
"(224, 4)",0,0,1,1
"(225, 4)",1,1,1,0
"(226, 4)",1,1,0,0
"(227, 4)",1,0,0,1
"(228, 4)",0,1,1,0
"(229, 4)",0,0,0,1
"(230, 4)",1,0,1,0
"(231, 4)",1,1,0,0
"(232, 4)",1,0,0,1
"(233, 4)",1,0,1,0
"(234, 4)",0,1,0,1
"(235, 4)",0,0,1,1
"(236, 4)",0,1,1,0
"(237, 4)",0,1,0,1
"(238, 4)",0,0,1,1
"(239, 4)",1,0,1,0
"(240, 4)",1,1,0,1
"(241, 4)",0,0,1,0
"(242, 4)",1,1,0,0
"(243, 4)",1,1,0,0
"(244, 4)",1,1,0,0
"(245, 4)",0,1,0,0
"(246, 4)",1,1,0,1
"(247, 4)",0,1,1,0
"(248, 4)",0,1,0,1
"(249, 4)",0,1,1,0
"(250, 4)",1,0,0,0
"(1, 5)",1,1,0,0
"(2, 5)",1,0,0,1
"(3, 5)",0,1,1,0
"(4, 5)",1,0,0,1
"(5, 5)",1,1,1,0
"(6, 5)",0,1,0,0
"(7, 5)",1,1,0,1
"(8, 5)",0,1,1,1
"(9, 5)",0,1,1,0
"(10, 5)",0,1,0,0
"(11, 5)",1,0,0,1
"(12, 5)",0,0,1,1
"(13, 5)",0,1,1,0
"(14, 5)",1,0,0,1
"(15, 5)",0,0,1,1
"(16, 5)",1,1,1,0
"(17, 5)",1,1,0,0
"(18, 5)",1,0,0,1
"(19, 5)",1,0,1,0
"(20, 5)",0,1,0,1
"(21, 5)",0,1,1,0
"(22, 5)",1,0,0,1
"(23, 5)",0,1,1,0
"(24, 5)",1,0,0,1
"(25, 5)",0,0,1,1
"(26, 5)",1,0,1,0
"(27, 5)",0,1,0,1
"(28, 5)",1,0,1,0
"(29, 5)",1,0,0,1
"(30, 5)",0,0,1,1
"(31, 5)",1,0,1,0
"(32, 5)",0,1,0,0
"(33, 5)",1,0,0,1
"(34, 5)",0,1,1,0
"(35, 5)",0,1,0,1
"(36, 5)",0,0,1,1
"(37, 5)",0,0,1,1
"(38, 5)",1,0,1,0
"(39, 5)",1,0,0,1
"(40, 5)",1,1,1,0
"(41, 5)",0,1,0,1
"(42, 5)",0,0,1,1
"(43, 5)",1,0,1,0
"(44, 5)",0,0,0,1
"(45, 5)",1,1,1,0
"(46, 5)",0,1,0,1
"(47, 5)",1,0,1,0
"(48, 5)",1,1,0,1
"(49, 5)",1,0,1,0
"(50, 5)",1,1,0,0
"(51, 5)",1,1,0,0
"(52, 5)",1,1,0,0
"(53, 5)",1,1,0,1
"(54, 5)",1,0,1,0
"(55, 5)",1,1,0,0
"(56, 5)",1,0,0,1
"(57, 5)",0,0,1,1
"(58, 5)",1,0,1,0
"(59, 5)",0,0,0,1
"(60, 5)",1,0,1,1
"(61, 5)",0,1,1,0
"(62, 5)",1,0,0,0
"(63, 5)",0,1,0,1
"(64, 5)",1,0,1,0
"(65, 5)",1,1,0,0
"(66, 5)",1,0,0,1
"(67, 5)",0,1,1,0
"(68, 5)",1,1,0,0
"(69, 5)",1,0,0,1
"(70, 5)",0,1,1,0
"(71, 5)",1,0,0,1
"(72, 5)",0,0,1,1
"(73, 5)",0,0,1,1
"(74, 5)",1,0,1,1
"(75, 5)",0,0,1,1
"(76, 5)",1,0,1,0
"(77, 5)",0,1,0,1
"(78, 5)",0,1,1,0
"(79, 5)",0,1,0,0
"(80, 5)",1,1,0,0
"(81, 5)",1,1,0,1
"(82, 5)",1,0,1,0
"(83, 5)",0,1,0,1
"(84, 5)",0,0,1,1
"(85, 5)",0,0,1,1
"(86, 5)",0,0,1,1
"(87, 5)",0,0,1,1
"(88, 5)",0,0,1,1
"(89, 5)",0,1,1,0
"(90, 5)",1,0,0,0
"(91, 5)",1,1,0,0
"(92, 5)",0,1,0,0
"(93, 5)",1,0,0,1
"(94, 5)",0,1,1,0
"(95, 5)",1,0,0,1
"(96, 5)",1,0,1,0
"(97, 5)",0,1,0,1
"(98, 5)",1,0,1,0
"(99, 5)",1,1,0,0
"(100, 5)",0,1,0,1
"(101, 5)",1,0,1,0
"(102, 5)",0,1,0,1
"(103, 5)",1,0,1,0
"(104, 5)",1,1,0,0
"(105, 5)",0,1,0,1
"(106, 5)",0,0,1,1
"(107, 5)",0,1,1,0
"(108, 5)",0,1,0,1
"(109, 5)",1,0,1,0
"(110, 5)",0,1,0,1
"(111, 5)",0,0,1,1
"(112, 5)",0,0,1,1
"(113, 5)",1,0,1,0
"(114, 5)",1,0,0,0
"(115, 5)",1,0,0,1
"(116, 5)",1,0,1,0
"(117, 5)",1,1,0,0
"(118, 5)",1,1,0,1
"(119, 5)",1,0,1,0
"(120, 5)",1,0,0,1
"(121, 5)",0,0,1,0
"(122, 5)",1,0,0,1
"(123, 5)",1,0,1,0
"(124, 5)",1,0,0,1
"(125, 5)",0,1,1,0
"(126, 5)",0,1,0,1
"(127, 5)",1,0,1,0
"(128, 5)",1,0,0,1
"(129, 5)",0,1,1,0
"(130, 5)",1,0,0,1
"(131, 5)",0,1,1,0
"(132, 5)",1,0,0,1
"(133, 5)",0,1,1,0
"(134, 5)",1,0,0,1
"(135, 5)",0,0,1,1
"(136, 5)",0,0,1,1
"(137, 5)",0,1,1,0
"(138, 5)",0,1,0,1
"(139, 5)",0,0,1,1
"(140, 5)",0,1,1,0
"(141, 5)",1,1,0,0
"(142, 5)",1,1,0,0
"(143, 5)",1,1,0,0
"(144, 5)",0,1,0,1
"(145, 5)",1,0,1,0
"(146, 5)",0,1,0,1
"(147, 5)",0,0,1,1
"(148, 5)",1,0,1,0
"(149, 5)",0,1,0,1
"(150, 5)",0,1,1,0
"(151, 5)",0,0,0,1
"(152, 5)",0,1,1,0
"(153, 5)",1,0,0,1
"(154, 5)",0,0,1,1
"(155, 5)",1,0,1,0
"(156, 5)",0,1,0,0
"(157, 5)",1,0,0,1
"(158, 5)",0,1,1,0
"(159, 5)",1,1,0,0
"(160, 5)",0,1,0,1
"(161, 5)",0,1,1,0
"(162, 5)",1,0,0,1
"(163, 5)",1,0,1,0
"(164, 5)",0,1,0,1
"(165, 5)",0,1,1,1
"(166, 5)",0,0,1,1
"(167, 5)",1,0,1,0
"(168, 5)",0,1,0,1
"(169, 5)",1,0,1,0
"(170, 5)",0,1,0,1
"(171, 5)",1,1,1,0
"(172, 5)",0,1,0,1
"(173, 5)",0,0,1,1
"(174, 5)",0,1,1,0
"(175, 5)",1,0,0,1
"(176, 5)",0,0,1,1
"(177, 5)",0,1,1,0
"(178, 5)",1,1,0,0
"(179, 5)",1,1,0,0
"(180, 5)",0,1,0,1
"(181, 5)",1,0,1,1
"(182, 5)",0,0,1,0
"(183, 5)",1,0,0,1
"(184, 5)",0,0,1,1
"(185, 5)",1,0,1,1
"(186, 5)",1,0,1,0
"(187, 5)",1,0,0,0
"(188, 5)",1,0,0,1
"(189, 5)",1,0,1,0
"(190, 5)",1,1,0,0
"(191, 5)",0,1,0,1
"(192, 5)",1,1,1,0
"(193, 5)",1,0,0,1
"(194, 5)",0,1,1,0
"(195, 5)",1,1,0,0
"(196, 5)",1,0,0,1
"(197, 5)",1,1,1,0
"(198, 5)",1,1,0,0
"(199, 5)",0,1,0,1
"(200, 5)",0,1,1,1
"(201, 5)",0,1,1,0
"(202, 5)",1,1,0,0
"(203, 5)",1,0,0,1
"(204, 5)",1,0,1,1
"(205, 5)",0,0,1,1
"(206, 5)",0,0,1,1
"(207, 5)",0,0,1,1
"(208, 5)",0,0,1,1
"(209, 5)",1,0,1,0
"(210, 5)",1,0,0,1
"(211, 5)",0,1,1,0
"(212, 5)",1,0,0,1
"(213, 5)",0,1,1,0
"(214, 5)",0,1,0,1
"(215, 5)",0,1,1,0
"(216, 5)",1,0,0,0
"(217, 5)",1,1,0,0
"(218, 5)",0,1,0,1
"(219, 5)",0,0,1,1
"(220, 5)",0,0,1,1
"(221, 5)",0,0,1,1
"(222, 5)",0,1,1,0
"(223, 5)",1,0,0,1
"(224, 5)",0,0,1,1
"(225, 5)",0,1,1,0
"(226, 5)",0,1,0,1
"(227, 5)",0,1,1,1
"(228, 5)",0,0,1,1
"(229, 5)",0,0,1,1
"(230, 5)",0,1,1,0
"(231, 5)",1,1,0,0
"(232, 5)",1,1,0,0
"(233, 5)",0,1,0,1
"(234, 5)",0,0,1,1
"(235, 5)",1,0,1,0
"(236, 5)",1,0,0,1
"(237, 5)",0,0,1,1
"(238, 5)",0,0,1,1
"(239, 5)",0,1,1,0
"(240, 5)",1,1,0,1
"(241, 5)",0,0,1,1
"(242, 5)",0,1,1,0
"(243, 5)",1,1,0,0
"(244, 5)",0,1,0,1
"(245, 5)",1,0,1,0
"(246, 5)",0,1,0,1
"(247, 5)",1,0,1,0
"(248, 5)",0,0,0,1
"(249, 5)",1,0,1,1
"(250, 5)",1,1,1,0
"(1, 6)",1,1,0,1
"(2, 6)",0,1,1,0
"(3, 6)",1,0,0,0
"(4, 6)",1,1,0,0
"(5, 6)",0,1,0,1
"(6, 6)",1,0,1,0
"(7, 6)",0,1,0,1
"(8, 6)",1,0,1,0
"(9, 6)",1,0,0,1
"(10, 6)",1,0,1,0
"(11, 6)",0,1,0,1
"(12, 6)",1,0,1,0
"(13, 6)",1,0,0,1
"(14, 6)",1,1,1,0
"(15, 6)",1,0,0,1
"(16, 6)",0,1,1,0
"(17, 6)",0,1,0,1
"(18, 6)",0,1,1,0
"(19, 6)",1,1,0,1
"(20, 6)",0,0,1,1
"(21, 6)",1,0,1,0
"(22, 6)",1,1,0,1
"(23, 6)",0,0,1,1
"(24, 6)",0,1,1,0
"(25, 6)",1,0,0,0
"(26, 6)",0,1,0,1
"(27, 6)",1,0,1,0
"(28, 6)",0,1,0,1
"(29, 6)",0,1,1,0
"(30, 6)",1,0,0,1
"(31, 6)",0,1,1,0
"(32, 6)",1,0,0,1
"(33, 6)",0,1,1,0
"(34, 6)",1,0,0,1
"(35, 6)",0,0,1,1
"(36, 6)",0,0,1,1
"(37, 6)",0,0,1,0
"(38, 6)",1,1,0,1
"(39, 6)",0,1,1,0
"(40, 6)",0,1,0,1
"(41, 6)",0,0,1,1
"(42, 6)",1,0,1,0
"(43, 6)",1,1,0,0
"(44, 6)",1,0,0,1
"(45, 6)",0,1,1,1
"(46, 6)",0,0,1,0
"(47, 6)",1,1,0,0
"(48, 6)",0,1,0,0
"(49, 6)",1,1,0,1
"(50, 6)",0,1,1,0
"(51, 6)",1,1,0,0
"(52, 6)",1,1,0,0
"(53, 6)",1,1,0,0
"(54, 6)",1,1,0,0
"(55, 6)",0,1,0,1
"(56, 6)",0,1,1,0
"(57, 6)",1,0,0,1
"(58, 6)",0,1,1,0
"(59, 6)",1,0,0,1
"(60, 6)",0,1,1,0
"(61, 6)",1,0,0,1
"(62, 6)",0,1,1,1
"(63, 6)",1,0,1,0
"(64, 6)",1,1,0,0
"(65, 6)",0,1,0,1
"(66, 6)",0,1,1,0
"(67, 6)",1,0,0,0
"(68, 6)",0,1,0,1
"(69, 6)",0,1,1,0
"(70, 6)",0,0,0,1
"(71, 6)",0,1,1,0
"(72, 6)",1,0,0,1
"(73, 6)",1,0,1,0
"(74, 6)",0,1,0,1
"(75, 6)",1,0,1,0
"(76, 6)",1,1,0,0
"(77, 6)",1,0,0,1
"(78, 6)",0,0,1,1
"(79, 6)",0,0,1,1
"(80, 6)",0,1,1,0
"(81, 6)",0,1,0,0
"(82, 6)",0,1,0,1
"(83, 6)",0,0,1,1
"(84, 6)",1,0,1,1
"(85, 6)",0,0,1,1
"(86, 6)",1,0,1,0
"(87, 6)",1,0,0,1
"(88, 6)",1,0,1,1
"(89, 6)",0,0,1,1
"(90, 6)",0,1,1,0
"(91, 6)",1,1,0,0
"(92, 6)",1,0,0,1
"(93, 6)",0,1,1,0
"(94, 6)",1,0,0,1
"(95, 6)",0,1,1,0
"(96, 6)",0,1,0,1
"(97, 6)",0,0,1,1
"(98, 6)",0,1,1,0
"(99, 6)",1,1,0,0
"(100, 6)",1,0,0,1
"(101, 6)",1,1,1,0
"(102, 6)",1,0,0,1
"(103, 6)",0,1,1,0
"(104, 6)",0,1,0,1
"(105, 6)",1,0,1,0
"(106, 6)",1,0,0,1
"(107, 6)",1,0,1,1
"(108, 6)",0,0,1,0
"(109, 6)",0,1,0,1
"(110, 6)",1,0,1,1
"(111, 6)",0,0,1,1
"(112, 6)",0,0,1,1
"(113, 6)",0,1,1,0
"(114, 6)",0,1,0,1
"(115, 6)",1,1,1,0
"(116, 6)",0,1,0,1
"(117, 6)",0,1,1,0
"(118, 6)",1,1,0,0
"(119, 6)",0,1,0,1
"(120, 6)",1,1,1,0
"(121, 6)",1,0,0,1
"(122, 6)",0,1,1,0
"(123, 6)",0,1,0,1
"(124, 6)",0,1,1,0
"(125, 6)",1,0,0,1
"(126, 6)",0,0,1,1
"(127, 6)",0,1,1,0
"(128, 6)",1,1,0,0
"(129, 6)",1,0,0,0
"(130, 6)",1,1,0,0
"(131, 6)",1,0,0,0
"(132, 6)",0,1,0,1
"(133, 6)",0,0,1,1
"(134, 6)",0,1,1,0
"(135, 6)",1,0,0,1
"(136, 6)",1,0,1,0
"(137, 6)",1,0,0,0
"(138, 6)",1,0,0,1
"(139, 6)",0,0,1,1
"(140, 6)",1,0,1,0
"(141, 6)",0,1,0,1
"(142, 6)",0,1,1,0
"(143, 6)",0,1,0,1
"(144, 6)",1,0,1,1
"(145, 6)",0,1,1,0
"(146, 6)",1,0,0,1
"(147, 6)",1,0,1,0
"(148, 6)",0,1,0,1
"(149, 6)",1,0,1,0
"(150, 6)",1,0,0,1
"(151, 6)",0,0,1,1
"(152, 6)",0,0,1,1
"(153, 6)",0,1,1,0
"(154, 6)",1,0,0,0
"(155, 6)",0,1,0,1
"(156, 6)",1,0,1,0
"(157, 6)",0,1,0,1
"(158, 6)",1,0,1,0
"(159, 6)",1,1,0,0
"(160, 6)",1,0,0,1
"(161, 6)",0,0,1,1
"(162, 6)",0,1,1,0
"(163, 6)",0,1,0,1
"(164, 6)",0,0,1,1
"(165, 6)",0,0,1,1
"(166, 6)",1,0,1,0
"(167, 6)",1,1,0,0
"(168, 6)",1,0,0,0
"(169, 6)",0,1,0,1
"(170, 6)",1,0,1,0
"(171, 6)",0,1,0,1
"(172, 6)",0,0,1,1
"(173, 6)",1,0,1,1
"(174, 6)",0,0,1,0
"(175, 6)",1,1,0,0
"(176, 6)",1,0,0,1
"(177, 6)",1,0,1,1
"(178, 6)",0,1,1,0
"(179, 6)",0,1,0,1
"(180, 6)",1,0,1,0
"(181, 6)",0,1,0,1
"(182, 6)",0,0,1,1
"(183, 6)",0,1,1,0
"(184, 6)",1,0,0,1
"(185, 6)",0,1,1,0
"(186, 6)",1,1,0,0
"(187, 6)",1,1,0,0
"(188, 6)",1,1,0,0
"(189, 6)",0,1,0,1
"(190, 6)",0,1,1,0
"(191, 6)",1,0,0,1
"(192, 6)",0,1,1,0
"(193, 6)",1,1,0,0
"(194, 6)",1,0,0,1
"(195, 6)",1,1,1,0
"(196, 6)",1,1,0,0
"(197, 6)",0,1,0,0
"(198, 6)",1,1,0,0
"(199, 6)",1,0,0,1
"(200, 6)",0,0,1,1
"(201, 6)",0,0,1,1
"(202, 6)",0,1,1,0
"(203, 6)",0,1,0,0
"(204, 6)",1,1,0,0
"(205, 6)",0,0,0,1
"(206, 6)",0,0,1,1
"(207, 6)",1,0,1,1
"(208, 6)",0,0,1,1
"(209, 6)",0,1,1,1
"(210, 6)",0,1,1,0
"(211, 6)",0,0,0,1
"(212, 6)",1,1,1,0
"(213, 6)",1,0,0,1
"(214, 6)",0,0,1,1
"(215, 6)",0,0,1,1
"(216, 6)",1,1,1,0
"(217, 6)",0,1,0,1
"(218, 6)",0,0,1,1
"(219, 6)",0,0,1,1
"(220, 6)",0,0,1,1
"(221, 6)",0,0,1,1
"(222, 6)",1,0,1,0
"(223, 6)",0,1,0,1
"(224, 6)",0,0,1,0
"(225, 6)",1,0,0,1
"(226, 6)",0,0,1,1
"(227, 6)",0,0,1,1
"(228, 6)",1,0,1,0
"(229, 6)",1,0,0,1
"(230, 6)",0,0,1,1
"(231, 6)",0,1,1,0
"(232, 6)",1,1,0,0
"(233, 6)",1,0,0,0
"(234, 6)",1,0,0,1
"(235, 6)",0,1,1,0
"(236, 6)",0,1,0,1
"(237, 6)",1,0,1,0
"(238, 6)",0,0,0,1
"(239, 6)",1,0,1,1
"(240, 6)",0,1,1,1
"(241, 6)",0,0,1,1
"(242, 6)",0,0,1,1
"(243, 6)",0,1,1,1
"(244, 6)",1,0,1,0
"(245, 6)",1,1,0,0
"(246, 6)",1,0,0,0
"(247, 6)",1,1,0,0
"(248, 6)",1,0,0,1
"(249, 6)",0,1,1,0
"(250, 6)",1,1,0,0
"(1, 7)",1,1,0,0
"(2, 7)",0,0,0,1
"(3, 7)",0,1,1,1
"(4, 7)",0,1,1,1
"(5, 7)",1,0,1,0
"(6, 7)",0,1,0,1
"(7, 7)",1,0,1,0
"(8, 7)",0,1,0,0
"(9, 7)",1,1,0,0
"(10, 7)",0,1,0,1
"(11, 7)",1,0,1,0
"(12, 7)",1,1,0,0
"(13, 7)",1,1,0,0
"(14, 7)",1,1,0,0
"(15, 7)",0,1,0,0
"(16, 7)",1,0,0,1
"(17, 7)",0,0,1,1
"(18, 7)",1,0,1,0
"(19, 7)",0,1,0,0
"(20, 7)",1,0,0,1
"(21, 7)",0,1,1,0
"(22, 7)",0,1,0,1
"(23, 7)",0,0,1,1
"(24, 7)",1,0,1,0
"(25, 7)",1,1,0,0
"(26, 7)",1,0,0,1
"(27, 7)",0,1,1,1
"(28, 7)",0,0,1,1
"(29, 7)",0,0,1,0
"(30, 7)",1,1,0,0
"(31, 7)",1,0,0,1
"(32, 7)",0,1,1,0
"(33, 7)",1,0,0,1
"(34, 7)",0,1,1,0
"(35, 7)",1,0,0,1
"(36, 7)",0,0,1,1
"(37, 7)",0,0,1,1
"(38, 7)",0,1,1,0
"(39, 7)",1,0,0,1
"(40, 7)",1,0,1,0
"(41, 7)",0,0,0,1
"(42, 7)",0,1,1,0
"(43, 7)",1,1,0,0
"(44, 7)",1,1,0,1
"(45, 7)",0,0,1,1
"(46, 7)",1,0,1,0
"(47, 7)",0,1,0,1
"(48, 7)",1,0,1,0
"(49, 7)",0,1,0,1
"(50, 7)",0,0,1,1
"(51, 7)",0,1,1,0
"(52, 7)",1,1,0,0
"(53, 7)",1,1,0,0
"(54, 7)",0,1,0,1
"(55, 7)",1,0,1,0
"(56, 7)",1,0,0,0
"(57, 7)",0,1,0,1
"(58, 7)",1,0,1,0
"(59, 7)",1,1,0,1
"(60, 7)",1,0,1,0
"(61, 7)",0,1,0,1
"(62, 7)",1,0,1,0
"(63, 7)",0,1,0,1
"(64, 7)",0,1,1,0
"(65, 7)",1,0,0,1
"(66, 7)",1,0,1,0
"(67, 7)",1,1,0,1
"(68, 7)",0,0,1,1
"(69, 7)",1,0,1,0
"(70, 7)",1,0,0,1
"(71, 7)",1,0,1,0
"(72, 7)",1,1,0,0
"(73, 7)",1,1,0,0
"(74, 7)",1,0,0,1
"(75, 7)",0,1,1,0
"(76, 7)",1,1,0,0
"(77, 7)",0,1,0,1
"(78, 7)",1,0,1,0
"(79, 7)",0,0,0,1
"(80, 7)",0,0,1,1
"(81, 7)",1,0,1,1
"(82, 7)",1,0,1,1
"(83, 7)",0,0,1,1
"(84, 7)",0,1,1,0
"(85, 7)",0,0,0,1
"(86, 7)",0,1,1,0
"(87, 7)",1,1,0,0
"(88, 7)",0,1,0,1
"(89, 7)",0,0,1,1
"(90, 7)",0,0,1,1
"(91, 7)",0,1,1,0
"(92, 7)",1,1,0,0
"(93, 7)",0,0,0,1
"(94, 7)",0,1,1,1
"(95, 7)",0,0,1,1
"(96, 7)",1,0,1,1
"(97, 7)",0,0,1,1
"(98, 7)",0,0,1,0
"(99, 7)",0,1,0,1
"(100, 7)",0,1,1,0
"(101, 7)",1,1,0,0
"(102, 7)",1,1,0,0
"(103, 7)",1,0,0,1
"(104, 7)",1,0,1,0
"(105, 7)",0,1,0,0
"(106, 7)",1,1,0,0
"(107, 7)",0,1,0,1
"(108, 7)",1,0,1,0
"(109, 7)",1,0,0,1
"(110, 7)",0,1,1,0
"(111, 7)",1,0,0,1
"(112, 7)",1,0,1,0
"(113, 7)",1,0,0,1
"(114, 7)",1,0,1,0
"(115, 7)",0,1,0,1
"(116, 7)",1,0,1,0
"(117, 7)",0,0,0,1
"(118, 7)",0,1,1,1
"(119, 7)",1,0,1,0
"(120, 7)",1,1,0,0
"(121, 7)",0,1,0,1
"(122, 7)",1,0,1,0
"(123, 7)",1,0,0,1
"(124, 7)",1,0,1,0
"(125, 7)",1,1,0,0
"(126, 7)",1,0,0,1
"(127, 7)",0,0,1,1
"(128, 7)",0,1,1,0
"(129, 7)",1,1,0,0
"(130, 7)",1,1,0,0
"(131, 7)",1,1,0,1
"(132, 7)",1,0,1,0
"(133, 7)",1,0,0,1
"(134, 7)",1,0,1,1
"(135, 7)",0,1,1,0
"(136, 7)",0,1,0,1
"(137, 7)",1,1,1,0
"(138, 7)",1,1,0,0
"(139, 7)",0,0,0,1
"(140, 7)",0,1,1,1
"(141, 7)",0,0,1,1
"(142, 7)",0,0,1,1
"(143, 7)",1,0,1,0
"(144, 7)",1,1,0,0
"(145, 7)",1,0,0,1
"(146, 7)",0,1,1,0
"(147, 7)",0,1,0,1
"(148, 7)",1,0,1,0
"(149, 7)",1,1,0,1
"(150, 7)",0,1,1,1
"(151, 7)",0,0,1,1
"(152, 7)",0,0,1,1
"(153, 7)",0,0,1,1
"(154, 7)",0,1,1,1
"(155, 7)",1,0,1,0
"(156, 7)",0,1,0,1
"(157, 7)",0,0,1,1
"(158, 7)",0,1,1,0
"(159, 7)",1,1,0,0
"(160, 7)",0,1,0,1
"(161, 7)",1,0,1,0
"(162, 7)",1,0,0,1
"(163, 7)",0,0,1,1
"(164, 7)",0,0,1,1
"(165, 7)",1,0,1,0
"(166, 7)",0,1,0,1
"(167, 7)",0,1,1,0
"(168, 7)",1,1,0,1
"(169, 7)",1,0,1,0
"(170, 7)",0,1,0,1
"(171, 7)",1,0,1,0
"(172, 7)",1,0,0,1
"(173, 7)",0,1,1,0
"(174, 7)",1,0,0,1
"(175, 7)",0,1,1,0
"(176, 7)",1,1,0,0
"(177, 7)",0,1,0,0
"(178, 7)",1,0,0,1
"(179, 7)",0,0,1,1
"(180, 7)",0,1,1,0
"(181, 7)",1,0,0,1
"(182, 7)",0,0,1,1
"(183, 7)",0,0,1,1
"(184, 7)",0,1,1,0
"(185, 7)",1,0,0,0
"(186, 7)",1,1,0,0
"(187, 7)",1,1,0,0
"(188, 7)",0,1,0,1
"(189, 7)",1,0,1,0
"(190, 7)",0,0,0,1
"(191, 7)",0,1,1,0
"(192, 7)",1,0,0,1
"(193, 7)",0,1,1,0
"(194, 7)",1,1,0,0
"(195, 7)",0,1,0,0
"(196, 7)",1,1,0,0
"(197, 7)",1,0,0,1
"(198, 7)",0,1,1,0
"(199, 7)",0,1,0,1
"(200, 7)",1,0,1,0
"(201, 7)",1,0,0,1
"(202, 7)",0,0,1,1
"(203, 7)",1,0,1,0
"(204, 7)",1,1,0,0
"(205, 7)",1,0,0,1
"(206, 7)",1,0,1,0
"(207, 7)",0,1,0,0
"(208, 7)",1,0,0,1
"(209, 7)",0,0,1,1
"(210, 7)",0,0,1,1
"(211, 7)",1,0,1,0
"(212, 7)",1,1,0,1
"(213, 7)",0,1,1,0
"(214, 7)",0,0,0,1
"(215, 7)",0,0,1,1
"(216, 7)",0,1,1,0
"(217, 7)",1,0,0,1
"(218, 7)",0,0,1,1
"(219, 7)",0,0,1,1
"(220, 7)",1,0,1,1
"(221, 7)",0,0,1,0
"(222, 7)",0,1,0,1
"(223, 7)",0,0,1,1
"(224, 7)",0,0,1,1
"(225, 7)",0,1,1,0
"(226, 7)",1,0,0,1
"(227, 7)",0,0,1,0
"(228, 7)",0,1,0,1
"(229, 7)",0,1,1,0
"(230, 7)",1,0,0,1
"(231, 7)",0,0,1,0
"(232, 7)",0,1,0,1
"(233, 7)",1,1,1,0
"(234, 7)",0,1,0,1
"(235, 7)",1,0,1,1
"(236, 7)",1,0,1,0
"(237, 7)",0,1,0,1
"(238, 7)",1,0,1,0
"(239, 7)",1,1,0,1
"(240, 7)",0,0,1,0
"(241, 7)",1,0,0,1
"(242, 7)",1,0,1,0
"(243, 7)",1,0,0,0
"(244, 7)",1,1,0,0
"(245, 7)",1,1,0,0
"(246, 7)",1,1,0,0
"(247, 7)",1,1,0,0
